author,comment,replied_to
@Epitin,"@@gametri-eq6ljNo major brands?  Crawl out of your rock please.   Our billionaire is now the world’s 16th richest. VinFast Stock Forecast: Analysts Say It's a “Strong Buy”

All 4 analysts covering VinFast stock rate it as a “Strong Buy.” Its mean target price of $10.50 is 156% higher than yesterday's closing prices.",@sentotalkacili7407
@Epitin,"Vietnam also defeated the Mongols 3x, Chinese countless times, withstood the French colonization and the Japanese occupation.  Straight beasts, especially our founding mothers, the warrior sister Queens Hai Ba Trung.",@sentotalkacili7407
@张三-n9j8j,​@@Epitinthừa nhận rằng các bạn đã từng thuộc về đất nước hoặc lãnh thổ của chúng tôi.😂😂😂,@sentotalkacili7407
@user-jq4pz6xv3d,"I am a Vietnamese. We Vietnamese like to exaggerate ourselves. The fact is that we did not defeat the US. We were defeated in every battle with the US. The US withdrew its troops only because of the domestic people's anti-war sentiment. We won the civil war. We suffered a disastrous defeat in the first war with Mongolia. Our capital was burned down. At that time, Mongolia had only 5,000 soldiers, while our army had 80,000.  The second and third wars with Mongolia took place 20 years later. At that time, Mongolia had split into four empires. Most of the troops attacking Vietnam were Chinese soldiers.They had no morale",@sentotalkacili7407
@ангелбоевой,"風水輪流轉。中國人不意外越南崛起。
寮國，柬埔寨，尼泊爾，緬甸，都是珍珠。",
@jparsit,"Yes, if VN can get rid of corruption. Enhance investment in AI and education, improve infrastructure, and maintain a strong relationship with China. VN has love and hate relationship with neighbor, without China's spill-over, it is hopless, so ASEAN.",
@cngjunpeng41,"As Chinese Malaysian,  i am quite optimistic that Vietnam can be the leading economy of SEA since their people and cluture are the closet to east asian among SEA except for Singapore. Very likely they will be reaching east asian standard in future. 👍👍",
@Epitin,We are definitely East Asian in attitude especially Central to North.  The youth are even relearning our Han-based characters from a hundred years ago. ❤️‍🔥,@cngjunpeng41
@fuethao8633,@@Epitin You mean chinese characters,@cngjunpeng41
@tsubame1412,​@@Epitinhow many people are studying your Han writing ? What percentage of the total population ? And what is their purpose of learning Han writing ? Answer these questions and you will understand more about the situation.,@cngjunpeng41
@李知立,"@@tsubame1412 Many Vietnamese can speak proficient Chinese, while I'm learning Vietnamese now, as there are too many words sharing the similar meaning and pronouncation, which makes it easier to learn as a Chinese.",@cngjunpeng41
@xeoxoi8207,"@@Epitin Bạn là người Mỹ, không phải chúng tôi. Bạn đang đánh đồng với chúng tôi",@cngjunpeng41
@Oreo-xc9sd,"Until now, I strongly believe is pure Propaganda and Especulation.",
@yukinoyukinoshita9119,Nope with this system. I'm Vietnamese,
@BinhPhan-qv3ti,bạn không phải là người Việt,@yukinoyukinoshita9119
@hoabinh2024-e3u,china and america war helped vn improve their economic with their long line coast for china ships to third countries,
@huy4512,Set to become rich? Really 😂 I as a Vietnamese have great doubt lol.,
@ALIBABA3578-p2u,yes as a Vietnamese and live aboard sure you know a lot about our country 😪,@huy4512
@cudanmang_theog,Vietnam can't be rich cuz the US military industry complex dropped 8 million tons of bombs and napalms,
@ALIBABA3578-p2u,which happened almost a century so it doesnt matter now,@cudanmang_theog
@minhkhangbuinguyen4382,Vietnam goverment must watch thisnvid,
@suileng9975,I am Thai have think about Vietnam similarly China because history Vietnam was colonay of China along time untill now Chaina have invest several manufacturing in Vietnam this case make GDP Vietnam inclease won in Asia overtake Singapore too. These Benefit into Vietnam also,
@gametri-eq6lj,Thailand has major companies but Vietnam doesn’t it totally relies on foreign investment and only knows the to produce products,@suileng9975
@maituilai,"Genetic analysis shows that Vietnamese people are closer to Thai people than they are to Chinese people, bro, Thai and Viet all come from one country before something happended, bro",@suileng9975
@Goku-db2gt,"The statistics they demonstrate are always promising while the core problems are always neglected. While still being a poor country, house prices are ridiculously high already which make them only affordable to the rich and this will only maintain the wealth gap in the future",
@1stwind,"Nam have more ""freedom"" and ""human right"" than the US of A",
@mr.srabro9910,"In fact, it's not about ""in spite of communist policies"". At the time the government chose a fully-oriented communist economy, Vietnam was suffering from a serious production shortage, and to evade such a famine in 1945 which killed 2m people, the Vietnamese government had to take control of all goods and production to ensure all of the people have at least enough food to survive. I have to take the communist economy's drawbacks such as poor labor attitude, little potential to develop into my consideration, but there's no choice but to accept the disadvantages to get thru the harsh time",
@nguyenminhhai2806,Vietnam is a kind and friendly country . We also very progressive that hoping one day will be achieve mid-range development country .,
@processv,❤❤❤❤❤,@nguyenminhhai2806
@anthonytran7566,Vietnam number ONE !!!!!,@nguyenminhhai2806
@Nicky-gb7hj,Never,
@yengiang29511,🇻🇳🗿🍷 lol,@Nicky-gb7hj
@Nicky-gb7hj,"@@yengiang29511 corruption, bribery, dictatorship and faction",@Nicky-gb7hj
@Nicky-gb7hj,"@@yengiang29511 c̷o̷r̷r̷u̷p̷t̷i̷o̷n̷,̷ ̷b̷r̷i̷b̷e̷r̷y̷,̷ ̷d̷i̷c̷t̷a̷t̷o̷r̷s̷h̷i̷p̷ ̷a̷n̷d̷ ̷f̷a̷c̷t̷i̷o̷n̷ 💀🇻🇳",@Nicky-gb7hj
@ALIBABA3578-p2u,@@Nicky-gb7hj wow dictatorship bc we follow communism ? you sure are a smart person i hope you can spend your day eating healthy mcdonald 🥰,@Nicky-gb7hj
@Nicky-gb7hj,@@ALIBABA3578-p2u stop borrowing ODA capital from capitalist countries. Let's borrow capital from Vietnam's close communist friends,@Nicky-gb7hj
@QuickGuidesOnly,❤️ YOOOO! Nice video!!! I’m a Small Struggling Travel Channel and you really inspire me to make better content 😌 Thank you!,
@vanquynguyen8298,"Anh nầy hông bít nói tếnh Keng , chán , không nghe được .",
@brian.z6592,"When Vietnam Samsung's export alone accounts for around 25% of Vietnam's annual export, that's a huge problem....",
@taitaizozo,Samsung accounts for 25% of South Korea’s exports too so what’s your point? The problem is large corporations,@brian.z6592
@phamthuhong3332,Can you at least give a source for that because I'm sure that's korea's number not vietnam,@brian.z6592
@ShubhamMishrabro,​@@taitaizozothat's a problem in South Korea too. South Korea is dominated by few conglomerate and is reason for South Korea economy slowing down,@brian.z6592
@JACKHOANG-qy6zk,"@@ShubhamMishrabro It's a conundrum of East Asian Culture bro, We're never gonna reach the level of freedom and development of Western Civilization",@brian.z6592
@mrconfusion87,​@@taitaizozo You can literally say Samsung's Chairman wields more power than SoKor's President! 😆😆😆,@brian.z6592
@baotinpham9547,🤣🤣🤣🤣😂 so delusional!,
@takumifujiwara2839,所谓的自由民主国家之所以富裕，那是因为大多数“自由民主”国家在大航海时代和工业时代对其他国家进行了十分彻底的侵略与掠夺，所谓的“自由民主”是发生在二战之后，60年代这些国家的女人甚至还没有选举权，在英国工业革命最如火如荼的时候，儿童和劳动者却在以极快的速度死亡。换言之，自由民主国家的富裕是建立在掠夺与剥削之上，而衰落却是伴随着“自由民主”极端左派的崛起，看欧洲就能明白这一点。美国还保持了侵略者和战争贩子的本色，所以至今依然能够保有大量财富。,
@muchmoneynhe,"China trước kia cũng từng xâm lược việt nam, chiến tranh không liên quan đến người dân, chiến tranh xảy ra là do chính quyền. Mọi người dân trên khắp thế giới cần hòa đồng với nhau.",@takumifujiwara2839
@stonelor,"Anyone Knows about health care services for the lower class of people in Vietname exist in services, like here in America, there is goverment health care services for all American from the middle class to the poor classication?",
@NexusInvestmentHubNews,Very good informative video.,
@Fvorable,"We need a push for that to happen, it's hard to imagine whether Vietnam will become a rich country by the middle of the 21st century.",
@Kiminoyana,OF COURSE. NOT,
@ALIBABA3578-p2u,*YES,@Kiminoyana
@tuonginh47,"If Vietnam does not have human rights, no other country in the world has human rights. Human rights are just a political trick of the West to interfere in the internal affairs of other countries. Any country that follows the West, even if thousands of people die every day, still has human rights. Conversely, if it does not follow the West, that country by default does not have human rights.",
